SalesAmount,Sales_Year,Month,PreviousSalesAmount,MoM_Perc,MoM_Diff
"$ 440,619.99",2020,December,"$ 365,148.37",20.67%,"$ 75,471.62"
"$ 341,752.95",2021,January,"$ 440,619.99",-22.44%,"$ -98,867.04"
"$ 335,406.85",2021,Febuary,"$ 341,752.95",-1.86%,"$ -6,346.10"
"$ 363,588.22",2021,March,"$ 335,406.85",8.4%,"$ 28,181.37"
"$ 311,899.09",2021,April,"$ 363,588.22",-14.22%,"$ -51,689.13"
"$ 342,645.74",2021,May,"$ 311,899.09",9.86%,"$ 30,746.65"
"$ 343,436.08",2021,June,"$ 342,645.74",0.23%,$ 790.34
"$ 344,170.42",2021,July,"$ 343,436.08",0.21%,$ 734.34
"$ 349,281.36",2021,August,"$ 344,170.42",1.49%,"$ 5,110.94"
"$ 344,104.09",2021,September,"$ 349,281.36",-1.48%,"$ -5,177.27"
"$ 347,876.97",2021,October,"$ 344,104.09",1.1%,"$ 3,772.88"
"$ 328,719.63",2021,November,"$ 347,876.97",-5.51%,"$ -19,157.34"
"$ 435,912.40",2021,December,"$ 328,719.63",32.61%,"$ 107,192.77"
"$ 364,946.60",2022,January,"$ 435,912.40",-16.28%,"$ -70,965.80"
"$ 322,298.08",2022,Febuary,"$ 364,946.60",-11.69%,"$ -42,648.52"
"$ 357,696.60",2022,March,"$ 322,298.08",10.98%,"$ 35,398.52"
"$ 336,562.07",2022,April,"$ 357,696.60",-5.91%,"$ -21,134.53"
"$ 367,711.08",2022,May,"$ 336,562.07",9.26%,"$ 31,149.01"
"$ 345,803.00",2022,June,"$ 367,711.08",-5.96%,"$ -21,908.08"
"$ 346,008.19",2022,July,"$ 345,803.00",0.06%,$ 205.19
"$ 356,609.99",2022,August,"$ 346,008.19",3.06%,"$ 10,601.80"
"$ 339,277.90",2022,September,"$ 356,609.99",-4.86%,"$ -17,332.09"
"$ 345,710.84",2022,October,"$ 339,277.90",1.9%,"$ 6,432.94"
"$ 363,660.09",2022,November,"$ 345,710.84",5.19%,"$ 17,949.25"
"$ 406,211.44",2022,December,"$ 363,660.09",11.7%,"$ 42,551.35"
"$ 356,987.73",2023,January,"$ 406,211.44",-12.12%,"$ -49,223.71"
"$ 300,869.15",2023,Febuary,"$ 356,987.73",-15.72%,"$ -56,118.58"
"$ 317,040.03",2023,March,"$ 300,869.15",5.37%,"$ 16,170.88"
"$ 338,617.22",2023,April,"$ 317,040.03",6.81%,"$ 21,577.19"
"$ 369,509.52",2023,May,"$ 338,617.22",9.12%,"$ 30,892.30"
"$ 339,329.56",2023,June,"$ 369,509.52",-8.17%,"$ -30,179.96"
"$ 339,356.17",2023,July,"$ 339,329.56",0.01%,$ 26.61
"$ 366,902.21",2023,August,"$ 339,356.17",8.12%,"$ 27,546.04"
"$ 332,156.93",2023,September,"$ 366,902.21",-9.47%,"$ -34,745.28"
"$ 342,819.56",2023,October,"$ 332,156.93",3.21%,"$ 10,662.63"
"$ 313,172.87",2023,November,"$ 342,819.56",-8.65%,"$ -29,646.69"
"$ 441,449.09",2023,December,"$ 313,172.87",40.96%,"$ 128,276.22"
"$ 336,223.37",2024,January,"$ 441,449.09",-23.84%,"$ -105,225.72"
"$ 314,549.46",2024,Febuary,"$ 336,223.37",-6.45%,"$ -21,673.91"
"$ 334,908.05",2024,March,"$ 314,549.46",6.47%,"$ 20,358.59"
"$ 318,284.71",2024,April,"$ 334,908.05",-4.96%,"$ -16,623.34"
"$ 358,607.27",2024,May,"$ 318,284.71",12.67%,"$ 40,322.56"
"$ 343,788.87",2024,June,"$ 358,607.27",-4.13%,"$ -14,818.40"
"$ 359,158.98",2024,July,"$ 343,788.87",4.47%,"$ 15,370.11"
"$ 362,435.80",2024,August,"$ 359,158.98",0.91%,"$ 3,276.82"
"$ 331,494.21",2024,September,"$ 362,435.80",-8.54%,"$ -30,941.59"
"$ 326,193.38",2024,October,"$ 331,494.21",-1.6%,"$ -5,300.83"
"$ 350,365.13",2024,November,"$ 326,193.38",7.41%,"$ 24,171.75"
"$ 437,711.27",2024,December,"$ 350,365.13",24.93%,"$ 87,346.14"
"$ 343,349.93",2019,January,,,
"$ 280,919.79",2019,Febuary,"$ 343,349.93",-18.18%,"$ -62,430.14"
"$ 332,226.34",2019,March,"$ 280,919.79",18.26%,"$ 51,306.55"
"$ 344,106.13",2019,April,"$ 332,226.34",3.58%,"$ 11,879.79"
"$ 348,409.10",2019,May,"$ 344,106.13",1.25%,"$ 4,302.97"
"$ 315,003.82",2019,June,"$ 348,409.10",-9.59%,"$ -33,405.28"
"$ 350,094.71",2019,July,"$ 315,003.82",11.14%,"$ 35,090.89"
"$ 335,980.40",2019,August,"$ 350,094.71",-4.03%,"$ -14,114.31"
"$ 358,896.66",2019,September,"$ 335,980.40",6.82%,"$ 22,916.26"
"$ 353,385.96",2019,October,"$ 358,896.66",-1.54%,"$ -5,510.70"
"$ 332,486.84",2019,November,"$ 353,385.96",-5.91%,"$ -20,899.12"
"$ 465,082.55",2019,December,"$ 332,486.84",39.88%,"$ 132,595.71"
"$ 435,747.09",2020,January,"$ 465,082.55",-6.31%,"$ -29,335.46"
"$ 376,869.63",2020,Febuary,"$ 435,747.09",-13.51%,"$ -58,877.46"
"$ 430,003.18",2020,March,"$ 376,869.63",14.1%,"$ 53,133.55"
"$ 397,408.17",2020,April,"$ 430,003.18",-7.58%,"$ -32,595.01"
"$ 418,325.30",2020,May,"$ 397,408.17",5.26%,"$ 20,917.13"
"$ 408,285.21",2020,June,"$ 418,325.30",-2.4%,"$ -10,040.09"
"$ 420,211.22",2020,July,"$ 408,285.21",2.92%,"$ 11,926.01"
"$ 407,243.70",2020,August,"$ 420,211.22",-3.09%,"$ -12,967.52"
"$ 389,594.11",2020,September,"$ 407,243.70",-4.33%,"$ -17,649.59"
"$ 427,342.62",2020,October,"$ 389,594.11",9.69%,"$ 37,748.51"
"$ 399,424.77",2020,November,"$ 427,342.62",-6.53%,"$ -27,917.85"
"$ 466,829.21",2020,December,"$ 399,424.77",16.88%,"$ 67,404.44"
"$ 341,200.44",2021,January,"$ 466,829.21",-26.91%,"$ -125,628.77"
"$ 309,931.58",2021,Febuary,"$ 341,200.44",-9.16%,"$ -31,268.86"
"$ 353,394.09",2021,March,"$ 309,931.58",14.02%,"$ 43,462.51"
"$ 341,610.93",2021,April,"$ 353,394.09",-3.33%,"$ -11,783.16"
"$ 339,566.64",2021,May,"$ 341,610.93",-0.6%,"$ -2,044.29"
"$ 346,948.39",2021,June,"$ 339,566.64",2.17%,"$ 7,381.75"
"$ 347,799.05",2021,July,"$ 346,948.39",0.25%,$ 850.66
"$ 356,133.93",2021,August,"$ 347,799.05",2.4%,"$ 8,334.88"
"$ 348,507.61",2021,September,"$ 356,133.93",-2.14%,"$ -7,626.32"
"$ 357,238.14",2021,October,"$ 348,507.61",2.51%,"$ 8,730.53"
"$ 347,990.06",2021,November,"$ 357,238.14",-2.59%,"$ -9,248.08"
"$ 458,821.65",2021,December,"$ 347,990.06",31.85%,"$ 110,831.59"
"$ 356,539.01",2022,January,"$ 458,821.65",-22.29%,"$ -102,282.64"
"$ 325,850.58",2022,Febuary,"$ 356,539.01",-8.61%,"$ -30,688.43"
"$ 362,386.52",2022,March,"$ 325,850.58",11.21%,"$ 36,535.94"
"$ 345,120.38",2022,April,"$ 362,386.52",-4.76%,"$ -17,266.14"
"$ 336,768.49",2022,May,"$ 345,120.38",-2.42%,"$ -8,351.89"
"$ 346,621.53",2022,June,"$ 336,768.49",2.93%,"$ 9,853.04"
"$ 333,630.59",2022,July,"$ 346,621.53",-3.75%,"$ -12,990.94"
"$ 333,911.62",2022,August,"$ 333,630.59",0.08%,$ 281.03
"$ 356,141.27",2022,September,"$ 333,911.62",6.66%,"$ 22,229.65"
"$ 350,455.04",2022,October,"$ 356,141.27",-1.6%,"$ -5,686.23"
"$ 379,155.27",2022,November,"$ 350,455.04",8.19%,"$ 28,700.23"
"$ 426,123.02",2022,December,"$ 379,155.27",12.39%,"$ 46,967.75"
"$ 325,235.61",2023,January,"$ 426,123.02",-23.68%,"$ -100,887.41"
"$ 333,072.94",2023,Febuary,"$ 325,235.61",2.41%,"$ 7,837.33"
"$ 322,614.62",2023,March,"$ 333,072.94",-3.14%,"$ -10,458.32"
"$ 352,997.11",2023,April,"$ 322,614.62",9.42%,"$ 30,382.49"
"$ 339,752.81",2023,May,"$ 352,997.11",-3.75%,"$ -13,244.30"
"$ 322,051.47",2023,June,"$ 339,752.81",-5.21%,"$ -17,701.34"
"$ 336,727.90",2023,July,"$ 322,051.47",4.56%,"$ 14,676.43"
"$ 341,648.49",2023,August,"$ 336,727.90",1.46%,"$ 4,920.59"
"$ 327,495.58",2023,September,"$ 341,648.49",-4.14%,"$ -14,152.91"
"$ 323,532.76",2023,October,"$ 327,495.58",-1.21%,"$ -3,962.82"
"$ 336,790.03",2023,November,"$ 323,532.76",4.1%,"$ 13,257.27"
"$ 405,744.03",2023,December,"$ 336,790.03",20.47%,"$ 68,954.00"
"$ 367,740.18",2024,January,"$ 405,744.03",-9.37%,"$ -38,003.85"
"$ 305,512.31",2024,Febuary,"$ 367,740.18",-16.92%,"$ -62,227.87"
"$ 336,231.10",2024,March,"$ 305,512.31",10.05%,"$ 30,718.79"
"$ 348,894.52",2024,April,"$ 336,231.10",3.77%,"$ 12,663.42"
"$ 356,311.60",2024,May,"$ 348,894.52",2.13%,"$ 7,417.08"
"$ 337,863.85",2024,June,"$ 356,311.60",-5.18%,"$ -18,447.75"
"$ 336,659.88",2024,July,"$ 337,863.85",-0.36%,"$ -1,203.97"
"$ 354,903.11",2024,August,"$ 336,659.88",5.42%,"$ 18,243.23"
"$ 326,224.02",2024,September,"$ 354,903.11",-8.08%,"$ -28,679.09"
"$ 360,123.28",2024,October,"$ 326,224.02",10.39%,"$ 33,899.26"
"$ 327,974.39",2024,November,"$ 360,123.28",-8.93%,"$ -32,148.89"
"$ 435,650.67",2024,December,"$ 327,974.39",32.83%,"$ 107,676.28"
